,name_used,summary
beta-carotene,beta-carotene,"β-Carotene is an organic, strongly colored red-orange pigment abundant in plants and fruits.
It is a member of the carotenes, which are terpenoids (isoprenoids), synthesized biochemically from eight isoprene units and thus having 40 carbons.
Among the carotenes, β-carotene is distinguished by having beta-rings at both ends of the molecule.
β-Carotene is biosynthesized from geranylgeranyl pyrophosphate.β-Carotene is the most common form of carotene in plants.
When used as a food coloring, it has the E number E160a.
In nature, β-carotene is a precursor (inactive form) to vitamin A via the action of beta-carotene 15,15'-monooxygenase.Isolation of β-carotene from fruits abundant in carotenoids is commonly done using column chromatography.
It can also be extracted from the beta-carotene rich algae, Dunaliella salina.
The separation of β-carotene from the mixture of other carotenoids is based on the polarity of a compound.
β-Carotene is a non-polar compound, so it is separated with a non-polar solvent such as hexane."
bifidobacteria,bifidobacteria,"Bifidobacterium is a genus of gram-positive, nonmotile, often branched anaerobic bacteria.  They are ubiquitous inhabitants of the gastrointestinal tract, vagina and mouth (B. dentium) of mammals, including humans.  Bifidobacteria are one of the major genera of bacteria that make up the gastrointestinal tract microbiota in mammals. Some bifidobacteria are used as probiotics.
Before the 1960s, Bifidobacterium species were collectively referred to as ""Lactobacillus bifidus""."
biond’s magnolia flower,biond’s magnolia flower,"Magnolia biondii (Biondi’s magnolia) is a deciduous tree that flowers in late winter to early spring before leaf growth. Its early flowering nature gives it the name of the Hope for Spring Flower. It is a member of the family Magnoliaceae, which consists of more than 210 species. It is widely found in northern China. It produces small white flowers every few years. Leave buds and petals of the plant are used to alleviate nasal obstruction and coughing in some parts of China."
biota seed,biota seed,"The Meyer Desert Formation biota is a biota (flora and fauna) found in the Dominion Range in the Transantarctic Mountains in Antarctica, alongside the Beardmore Glacier.
Since about 15 Ma, Antarctica has been mostly covered with ice.Fossil Nothofagus leaves in the Meyer Desert Formation of the Sirius Group show that intermittent warm periods allowed Nothofagus shrubs to cling to the Dominion Range as late as 3–4 Ma (mid-late Pliocene).
After that the Pleistocene ice-age covered the whole continent and destroyed all major plant life on it.Species reported by Ashworth and Cantrill from about 3 million years ago include:
Pisidium species (very small or minute freshwater clams, Sphaeriidae)
2 species of curculionid beetles (weevils)
A cyclorrhaphid fly (Diptera)Plants:
Nothofagus beardmorensis (Fagales)
Mosses (apparently 5 types)
Pollen, mostly Nothofagus
Flowering cushion plants
A seed of Hippuris (mare's tails: Plantaginaceae)
A seed of Cyperaceae (sedges)
3 or more types of liverworts"
biotin,biotin,"Biotin, also called vitamin H (the H represents Haar and Haut, German words for ""hair and skin"") or vitamin B7, is a water-soluble B vitamin. It is involved in a wide range of metabolic processes, both in humans and in other organisms, primarily related to the utilization of fats, carbohydrates, and amino acids.
Biotin deficiency can be caused by inadequate dietary intake or inheritance of one or more inborn genetic disorders that affect biotin metabolism. Subclinical deficiency can cause mild symptoms, such as hair thinning, brittle fingernails, or skin rash, typically on the face. Neonatal screening for biotinidase deficiency began in the United States in 1984, with many countries testing for this disorder at birth. Individuals born prior to 1984 are unlikely to have been screened, obscuring the true prevalence of the disorder."
bitter apricot seed,bitter apricot seed,"However, studies have found the compounds to be ineffective in the treatment of cancer, as well as potentially toxic or lethal when taken by mouth, due to cyanide poisoning.Apricot kernels can cause potentially fatal cyanide poisoning when consumed.
Symptoms include nausea, fever, headaches, insomnia, increased thirst, lethargy, nervousness, various aches and pains in joints and muscles, and a drop in blood pressure.Apricot kernels are sometimes added to soaps or scrubs as an exfoliant.In 1993 the New York State Department of Agriculture and Markets tested the cyanide content of two 220 gram (8 oz) packages of bitter apricot kernels imported from Pakistan that were being sold in health-food stores as a snack.
There was one reported case in the medical literature of cyanide toxicity from apricot kernels from 1979 to 1998 in the United States, a non-fatal poisoning by purchased apricot kernels."
bitter melon,bitter melon,"Momordica charantia (colloquially: bitter melon; bitter apple; bitter gourd; bitter squash; balsam-pear; with many more names listed below) is a tropical and subtropical vine of the family Cucurbitaceae, widely grown in Asia, Africa, and the Caribbean for its edible fruit. Its many varieties differ substantially in the shape and bitterness of the fruit.
Bitter melon originated from the South Indian state of Kerala and was introduced into China in the 14th century. It is widely used in the cuisines of East Asia, South Asia, and Southeast Asia."
bitter orange flower,bitter orange flower,"Bitter orange, Seville orange, sour orange, bigarade orange, or marmalade orange refers to a citrus tree (Citrus × aurantium) and its fruit. It is native to southeast Asia and has been spread by humans to many parts of the world. Wild trees are found near small streams in generally secluded and wooded parts of Florida and The Bahamas after it was introduced to the area from Spain, where it had been introduced and cultivated heavily beginning in the 10th century by the Moors. The bitter orange is believed to be a cross between the Pomelo, Citrus maxima, and the Mandarin orange, Citrus reticulata."
bitter orange seed,bitter orange seed,"The trifoliate orange, Citrus trifoliata or Poncirus trifoliata, is a member of the family Rutaceae. Whether the species should be considered to belong to its own genus, Poncirus or included in the genus Citrus is debated. The species is unusual among citrus for having deciduous, compound leaves and pubescent (downy) fruit. The trifolate orange was long viewed as the sole member of Poncirus, until the discovery of a second species, Poncirus polyandra, in Yunnan (China) in the 1980s.It is native to northern China and Korea, and is also known as the Japanese bitter-orange, hardy orange or Chinese bitter orange.
The plant is a fairly cold-hardy citrus (USDA zone 6) and will tolerate moderate frost and snow, making a large shrub or small tree 4–8 m tall. Because of its relative hardiness, citrus grafted onto Citrus trifoliata are usually hardier than when grown on their own roots."
black bean,Black adzuki bean,"Black adzuki beans are adzuki beans (Vigna angularis) that are black.In Korean, they are called geomeunpat (검은팥; ""black adzuki beans""), geomjeongpat (검정팥; ""black adzuki beans""), heukdu (흑두; 黑豆; ""black beans""), or heuksodu (흑소두; 黑小豆; ""black small beans""). Gugeupbang eonhae, a 1466 medical book, mentions it using the name geomeunpɑt (거믄).It has thinner skin compared to regular (red) adzuki beans, thus it is often husked prior to cooking, which gave this cultivar the name geopipat (거피팥; ""dehulled adzuki beans""). White adzuki bean powder and white adzuki bean paste made from husked black adzuki beans are called geopipat-gomul and geopipat-so respectively and are used in Korean rice cakes and confections.Confusingly, the Japanese Okinawan kuroazuki (黒小豆; ""black adzuki beans"") are not adzuki beans, but black cowpea (Vigna unguiculata)."
