,name_used,summary
Dioscoreae Hypoglaucae Rhizoma,Tianma Wan,"Tianma Wan (Chinese: 天麻丸) is a blackish-brown pill used in Traditional Chinese medicine to ""relieve rheumatism, alleviate muscle contracture, remove obstructions from collaterals and channels, promote blood circulation and relieve pain"". It is slightly aromatic and tastes slightly sweet and bitter. It is used where there is ""deficiency of liver and kidney, stagnation of wind-damp marked by muscle contracture and numbness of the limbs, aching in the loins and legs"". The binding agent of the pill is honey.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Eucommiae Folium,List of kampo herbs,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" or ""藜"" is usually substituted in Japanese.
The ""勿"" in ""藜"" should be replaced with ""刂"".The World of KampoTsumura Herb Handbook (in Japanese)
(ISBN 0-939616-42-4) Eastland Press Herb List Arranged by Pinyin
""Learner's Disney Character Dictionary of Chinese Medicine""Kampo list
Chinese classic herbal formula"
Flos Campsis,List of flora of Ohio,"Quercus coccinea var.
Quercus coccinea var.
Quercus marilandica var.
Veronica officinalis var.
Viola canadensis var.
Viola pubescens var.
Viola pubescens var.
Polygala verticillata var.
Polygala verticillata var.
Potentilla canadensis var.
Potentilla canadensis var.
Rubus pubescens var.
Carex albicans var.
Carex albicans var.
Carex aquatilis var.
Carex atlantica ssp.
Carex atlantica ssp.
Carex bromoides ssp.
Carex canescens ssp.
Carex canescens ssp.
Carex communis var.
Carex crinita var.
Carex crinita var.
Carex debilis var.
Carex debilis var.
Carex deweyana var.
Carex digitalis var.
Carex echinata ssp.
Carex lasiocarpa var.
Carex laxiculmis var.
Carex laxiculmis var.
Carex laxiflora var.
Carex lucorum var.
Carex muehlenbergii var.
Carex muehlenbergii var.
Carex oligosperma var.
Carex sartwellii var.
Carex scoparia var.
Carex stipata var.
Carex stipata var.
Carex tonsa var.
Carex tribuloides var.
Carex trisperma var.
Carex vesicaria var.
Carex vulpinoidea var.
Crataegus chrysocarpa var.
Silene virginica var.
Solidago canadensis var.
Solidago canadensis var.
Solidago canadensis var."
Flos Carthami,Tongjing Wan,"Tongjing Wan (simplified Chinese: 痛经丸; traditional Chinese: 痛經丸) is a brownish-black pill used in Traditional Chinese medicine to ""promote blood flow, dispel cold, regulate menstruation and relieve pain"". It tastes slightly sweet and bitter. It is used where there is ""abdominal pain during menstruation due to stagnation of blood by cold "". Tongjing Wan is to be taken before menstruation.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Flos Caryophylli,Gou pi gao,"Gou Pi Gao, translated word for word, literally means dog skin plaster, which is indicative of its history.Gou Pi Gao was traditionally literally a dog skin plaster, with herbal medicines smeared onto a dog skin.
In addition, modern chemicals are often added to the adhesive ""herbal"" mixture on the plaster, including ingredients such as menthol and camphor.Gou Pi Gao can be used to treat primarily muscle and tendon pains, caused by muscle sprains, tears, rheumatism, tendinitis and various other conditions.
The adhesive plaster is applied to the area in pain, and left on for 3–5 hours (preferably with heat treatment in order to increase the medicine's effectiveness).
Afterwards, it is removed, and the skin is left to rest for 2–3 hours, after which the Gou Pi Gao is reapplied.
Certain medical conditions, such as pregnancy, may result in a higher risk factor in taking the medicine, and one should contact his/her doctor to prevent the risk of complications."
Flos Celosiae cristatae,Qianjin Zhidai Wan,"Qianjin Zhidai Wan (simplified Chinese: 千金止带丸; traditional Chinese: 千金止帶丸) is a greyish-black pill used in Traditional Chinese medicine to ""restore vital energy, arrest excessive leukorrhea and regulate menstruation"". Its odor is slightly aromatic. It tastes astringent and slightly bitter. It is used where there is ""morbid leukorrhea and menstrual disorders with aching in the back and abdominal pain due of deficiency of spleen and kidney, imbalance of chong-ren and downward flow of damp-heat "".Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Flos Chrysanthemi,Huanglian Shangqing Wan,"Huanglian Shangqing Wan (simplified Chinese: 黄连上清丸; traditional Chinese: 黃連上清丸) is a blackish-brown pill used in Traditional Chinese medicine to ""remove heat , ease constipation, dispel wind and relieve pain"".  It is aromatic, and it tastes bitter. It is used where there is ""Wind-heat in the upper part of the body, vertigo and head distension, painful and swollen gums, sores in the mouth or tongue, swollen throat, ear-ache, tinnitus, congestive conjunctivitis, constipation, or dark urine"".  The binding agent is honey. Each pill weighs about 6 grams.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Flos Daturae,History of general anesthesia,"Because of the unique social setting of London medicine, anesthesia had become its own speciality there by the end of the nineteenth century, while in the rest of the United Kingdom and most of the world he remained under the purview of the surgeon who would assign the task to a junior doctor or nurse.After Austrian diplomat Karl von Scherzer brought back sufficient quantities of coca leaves from Peru, in 1860 Albert Niemann isolated cocaine, which thus became the first local anesthetic.In 1871, the German surgeon Friedrich Trendelenburg (1844–1924) published a paper describing the first successful elective human tracheotomy to be performed for the purpose of administration of general anesthesia.In 1880, the Scottish surgeon William Macewen (1848–1924) reported on his use of orotracheal intubation as an alternative to tracheotomy to allow a patient with glottic edema to breathe, as well as in the setting of general anesthesia with chloroform."
Flos Genkwa,Chinese herbology,"Thus, the term ""medicinal"" (instead of herb) is usually preferred as a translation for 药 (pinyin: yào).Research into the effectiveness of traditional Chinese herbal therapy is of poor quality and often tainted by bias, with little or no rigorous evidence of efficacy.
Each of the Five Flavors corresponds to one of the zàng organs, which in turn corresponds to one of the Five Phases: A flavor implies certain properties and presumed therapeutic ""actions"" of a substance: saltiness ""drains downward and softens hard masses""; sweetness is ""supplementing, harmonizing, and moistening""; pungent substances are thought to induce sweat and act on qi and blood; sourness tends to be astringent (涩; 澀) in nature; bitterness ""drains heat, purges the bowels, and eliminates dampness"".The rhizome of Coptis chinensis is one of the bitterest herbs used in Chinese medicine."
Flos Inulae,Huanglian Shangqing Wan,"Huanglian Shangqing Wan (simplified Chinese: 黄连上清丸; traditional Chinese: 黃連上清丸) is a blackish-brown pill used in Traditional Chinese medicine to ""remove heat , ease constipation, dispel wind and relieve pain"".  It is aromatic, and it tastes bitter. It is used where there is ""Wind-heat in the upper part of the body, vertigo and head distension, painful and swollen gums, sores in the mouth or tongue, swollen throat, ear-ache, tinnitus, congestive conjunctivitis, constipation, or dark urine"".  The binding agent is honey. Each pill weighs about 6 grams.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Flos Lonicerae,Lonicera japonica,"Japanese honeysuckle is also used in traditional Chinese medicine.Lonicera japonica contains methyl caffeate, 3,4-di-O-caffeoylquinic acid, methyl 3,4-di-O-caffeoylquinate, protocatechuic acid, methyl chlorogenic acid, and luteolin.
Species Profile - Japanese Honeysuckle (Lonicera japonica), National Invasive Species Information Center, United States National Agricultural Library.
Lists general information and resources for Japanese Honeysuckle.This species is often sold by American nurseries as the cultivar 'Hall's Prolific' (Lonicera japonica var.
While the nectar from the flowers can be safely consumed by humans, all other parts of the plant have the potential to be toxic.Japanese honeysuckle has become naturalized in Argentina, Australia, Brazil, Mexico, New Zealand, and much of the US, including Hawaii, as well as a number of Pacific and Caribbean islands.
Once it has invaded an area, Lonicera japonica grows rapidly and outcompetes native plants for sunlight and nutrients.
There has been some study of using controlled burns to remove Lonicera japonica, but the underground portion of the plant is usually able to survive and resprout, limiting the effectiveness of this method."
